movie_name,month,year,critic_vote_metacritic,meta_score_metacritic,critic_vote_rotten,meta_score_rotten,critic_vote,meta_score
V for Vendetta,3,2006,,,258,73,258,73.00
Vacancy,4,2007,27,54,124,55,151,54.82
Vacation,7,2015,33,34,176,27,209,28.11
Valentine,2,2001,17,18,79,11,96,12.24
Valentine's Day,2,2010,33,34,191,18,224,20.36
Valerian and the City of a Thousand Planets,7,2017,45,51,299,47,344,47.52
Valiant,8,2005,27,45,114,32,141,34.49
Valkyrie,12,2008,36,56,199,62,235,61.08
Vampires Suck,8,2010,17,18,91,4,108,6.20
Van Helsing,5,2004,38,35,225,24,263,25.59
Vanilla Sky,12,2001,33,45,174,43,207,43.32
Vanity Fair,9,2004,41,53,168,51,209,51.39
Vantage Point,2,2008,32,40,157,34,189,35.02
Venom,10,2018,46,35,362,30,408,30.56
Venus,12,2006,32,82,153,88,185,86.96
Vera Drake,10,2004,40,83,162,93,202,91.02
Veronica Guerin,10,2003,33,55,141,53,174,53.38
Veronica Mars,3,2014,35,62,137,80,172,76.34
Vertical Limit,12,2000,29,48,111,49,140,48.79
Vice,12,2018,54,61,369,65,423,64.49
Vicky Cristina Barcelona,8,2008,36,70,213,80,249,78.55
Victor Frankenstein,11,2015,28,36,142,26,170,27.65
Vitus,6,2007,,,,,0,0
Volver,11,2006,38,84,173,91,211,89.74
W.,10,2008,36,56,224,58,260,57.72
Waiting for Forever,2,2011,,,,,0,0
Waiting...,10,2005,26,30,,,26,30.00
Waitress,5,2007,34,75,173,89,207,86.70
Walk Hard: The Dewey Cox Story,12,2007,32,63,142,75,174,72.79
Walk the Line,11,2005,39,72,209,82,248,80.43
Walking Tall,4,2004,31,44,136,26,167,29.34
Walking with Dinosaurs 3D,12,2013,21,37,,,21,37.00
Wall Street: Money Never Sleeps,9,2010,39,59,238,55,277,55.56
Wallace & Gromit: The Curse of the Were-Rabbit,10,2005,38,87,183,95,221,93.62
Waltz with Bashir,12,2008,33,91,,,33,91.00
Wanderlust,2,2012,34,53,147,59,181,57.87
Wanted,6,2008,38,64,207,71,245,69.91
War Dogs,8,2016,41,57,236,62,277,61.26
War Horse,12,2011,40,72,245,75,285,74.58
War Room,8,2015,11,26,34,32,45,30.53
War for the Planet of the Apes,7,2017,50,82,364,94,414,92.55
War of the Worlds,6,2005,40,73,267,76,307,75.61
Warcraft,6,2016,40,32,233,29,273,29.44
Warm Bodies,2,2013,39,60,212,81,251,77.74
Warrior,9,2011,35,71,196,84,231,82.03
Wasabi,9,2002,,,,,0,0
Watchmen,3,2009,39,56,311,65,350,64.00
Water,4,2006,36,36,,,36,36.00
Water for Elephants,4,2011,35,52,199,60,234,58.80
We Are Marshall,12,2006,31,53,127,49,158,49.78
We Are Your Friends,8,2015,32,46,135,40,167,41.15
We Bought a Zoo,12,2011,41,58,175,65,216,63.67
We Don't Live Here Anymore,8,2004,37,66,126,65,163,65.23
We Need to Talk About Kevin,12,2011,37,68,212,75,249,73.96
We Own the Night,10,2007,33,59,155,57,188,57.35
We Were Soldiers,3,2002,37,65,146,64,183,64.20
We're the Millers,8,2013,38,44,159,48,197,47.23
Wedding Crashers,7,2005,39,64,186,75,225,73.09
Welcome Home Roscoe Jenkins,2,2008,23,46,83,23,106,27.99
Welcome to Marwen,12,2018,38,40,171,34,209,35.09
Welcome to Mooseport,2,2004,36,33,145,13,181,16.98
Whale Rider,6,2003,,,,,0,0
What Happens in Vegas,5,2008,31,36,134,25,165,27.07
What If,8,2014,33,76,,,33,76.00
What Lies Beneath,7,2000,35,51,127,47,162,47.86
What Men Want,2,2019,29,49,149,42,178,43.14
What Planet Are You From?,3,2000,32,41,77,42,109,41.71
What Women Want,12,2000,33,47,123,54,156,52.52
What a Girl Wants,4,2003,27,41,109,36,136,36.99
What to Expect When You're Expecting,5,2012,30,41,135,23,165,26.27
What's Your Number?,9,2011,31,35,116,23,147,25.53
What's the Worst That Could Happen?,6,2001,28,37,99,10,127,15.95
Whatever Works,6,2009,31,45,169,50,200,49.23
When a Stranger Calls,2,2006,20,27,91,9,111,12.24
When the Bough Breaks,9,2016,9,28,26,12,35,16.11
When the Game Stands Tall,8,2014,24,41,70,20,94,25.36
Where the Truth Lies,10,2005,29,47,100,41,129,42.35
Where the Wild Things Are,10,2009,37,71,268,73,305,72.76
While We're Young,3,2015,,,,,0,0
Whip It,10,2009,32,68,192,85,224,82.57
Whiplash,10,2014,49,89,307,94,356,93.31
Whiskey Tango Foxtrot,3,2016,44,57,211,68,255,66.10
White Boy Rick,9,2018,35,59,158,57,193,57.36
White Chicks,6,2004,31,41,126,15,157,20.13
White House Down,6,2013,43,52,203,51,246,51.17
White Noise,1,2005,32,30,149,7,181,11.07
White Oleander,10,2002,35,61,135,69,170,67.35
Whiteout,9,2009,19,28,117,7,136,9.93
Who's Your Caddy?,7,2007,11,18,34,6,45,8.93
Why Did I Get Married Too?,4,2010,14,43,,,14,43.00
Why Did I Get Married?,10,2007,12,54,42,48,54,49.33
Why Him?,12,2016,30,39,155,39,185,39.00
Wicker Park,9,2004,34,40,135,27,169,29.62
Widows,11,2018,57,84,426,91,483,90.17
Wilbur Wants to Kill Himself,3,2004,,,,,0,0
Wild,12,2014,47,74,280,88,327,85.99
Wild Hogs,3,2007,29,27,145,14,174,16.17
Wild Target,10,2010,13,41,54,31,67,32.94
Willard,3,2003,31,61,129,64,160,63.42
Wimbledon,9,2004,35,59,145,61,180,60.61
Win Win,3,2011,34,75,177,94,211,90.94
Win a Date with Tad Hamilton!,1,2004,35,52,,,35,52.00
Winchester,2,2018,18,28,132,13,150,14.80
Wind River,8,2017,44,73,254,87,298,84.93
Windtalkers,6,2002,35,51,166,33,201,36.13
Winged Migration,4,2003,,,,,0,0
Winnie the Pooh,7,2011,26,74,133,90,159,87.38
Winter in Wartime,3,2011,,,,,0,0
Winter's Bone,6,2010,38,90,178,94,216,93.30
Winter's Tale,2,2014,35,31,156,13,191,16.30
Wish,11,2023,44,47,222,48,266,47.83
Wish I Was Here,7,2014,34,43,132,45,166,44.59
Wish Upon,7,2017,24,32,92,20,116,22.48
Without a Paddle,8,2004,27,29,125,14,152,16.66
Wolf Creek,12,2005,26,56,120,54,146,54.36
Woman Thou Art Loosed,10,2004,24,55,60,52,84,52.86
Woman in Gold,4,2015,31,51,155,57,186,56.00
Won't Back Down,9,2012,34,42,106,35,140,36.70
Wonder,11,2017,33,66,190,86,223,83.04
Wonder Boys,2,2000,36,74,127,81,163,79.45
Wonder Park,3,2019,22,45,108,34,130,35.86
Wonder Woman,6,2017,50,76,479,93,529,91.39
Wonka,12,2023,64,66,321,82,385,79.34
Woodlawn,10,2015,4,57,15,73,19,69.63
World Trade Center,8,2006,40,66,233,66,273,66.00
World Traveler,4,2002,,,,,0,0
World War Z,6,2013,46,63,282,67,328,66.44
Wrath of the Titans,3,2012,32,37,176,26,208,27.69
Wreck-It Ralph,11,2012,37,72,193,87,230,84.59
Wrong Turn,5,2003,17,32,82,40,99,38.63
X-Men,7,2000,33,64,175,82,208,79.14
X-Men 2,5,2003,37,68,,,37,68.00
X-Men Origins: Wolverine,5,2009,39,40,260,38,299,38.26
X-Men: Apocalypse,5,2016,48,52,348,47,396,47.61
X-Men: Dark Phoenix,6,2019,52,43,,,52,43.00
X-Men: Days of Future Past,5,2014,44,75,333,90,377,88.25
X-Men: First Class,6,2011,38,65,299,86,337,83.63
X-Men: The Last Stand,5,2006,38,58,240,57,278,57.14
Year One,6,2009,28,34,173,14,201,16.79
Yes Man,12,2008,30,46,156,46,186,46.00
Yesterday,6,2019,45,55,366,63,411,62.12
Yogi Bear,12,2010,23,35,104,13,127,16.98
You Again,9,2010,25,28,96,19,121,20.86
You Can Count on Me,11,2000,31,85,105,95,136,92.72
You Don't Mess with the Zohan,6,2008,37,54,,,37,54.00
You Got Served,1,2004,24,37,71,14,95,19.81
You Me and Dupree,7,2006,29,46,,,29,46.00
You Will Meet a Tall Dark Stranger,9,2010,28,51,138,45,166,46.01
You're Next,8,2013,,,,,0,0
"You, Me and Dupree",7,2006,29,46,167,20,196,23.85
Young Adam,4,2004,,,,,0,0
Young Adult,12,2011,42,71,199,80,241,78.43
Your Highness,4,2011,33,31,184,27,217,27.61
Yours Mine & Ours,11,2005,25,38,,,25,38.00
Youth,12,2015,41,64,217,72,258,70.73
Youth in Revolt,1,2010,,,,,0,0
Zack and Miri Make a Porno,10,2008,33,56,199,65,232,63.72
Zero Dark Thirty,12,2012,46,95,307,91,353,91.52
Zodiac,3,2007,40,79,265,90,305,88.56
Zombieland,10,2009,31,73,259,89,290,87.29
Zombieland: Double Tap,10,2019,38,55,258,68,296,66.33
Zookeeper,7,2011,29,30,133,14,162,16.86
Zoolander,9,2001,31,61,141,65,172,64.28
Zoolander 2,2,2016,42,34,,,42,34.00
Zoom,8,2006,14,26,67,4,81,7.80
Zootopia,3,2016,43,78,297,98,340,95.47
xXx,8,2002,33,48,,,33,48.00
xXx: Return of Xander Cage,1,2017,25,42,149,45,174,44.57
�on Flux,12,2005,23,36,,,23,36.00
